ID,Estimated Speedup,Function Name,Demangled Name,"Duration""""(5.60035e+06)","Runtime Improvement""""(799453)",Compute Throughput,Memory Throughput,# Registers,Grid Size,Block Size
454,9.61,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.98,0.29,1.28,10.16,18,"   98,    1,    1","  128,    1,    1"
455,14.52,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.78,0.55,3.53,7.49,33,"    7,    8,    1","  256,    1,    1"
456,6.62,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.18,0.67,45.47,47.84,33,"    1,    8,  256","  256,    1,    1"
457,18.18,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.38,4.43,21.33,45.87,122,"    8,    4,    2","  128,    1,    1"
458,12.80,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.67,0.60,2.95,7.70,20,"  256,    1,    1","   64,    1,    1"
459,6.73,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.04,0.20,1.24,9.66,18,"   98,    1,    1","  128,    1,    1"
460,18.66,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.38,2.50,17.67,36.11,96,"   64,    1,    1","  128,    1,    1"
461,10.38,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.60,0.58,8.90,29.45,20," 1024,    1,    1","   64,    1,    1"
462,6.40,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,5.31,0.34,2.42,41.93,22,"  392,    1,    1","  128,    1,    1"
463,6.46,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.26,0.27,3.59,30.45,18,"  392,    1,    1","  128,    1,    1"
464,22.72,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.31,3.93,13.37,22.01,148,"    8,    1,    5","  128,    1,    1"
465,6.32,splitKreduce_kernel,..splitKreduce_kernel..,4.99,0.32,9.42,29.10,44,"    7,   16,    1","   32,   16,    1"
466,8.58,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.70,0.40,2.81,8.94,20,"  256,    1,    1","   64,    1,    1"
467,7.35,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.98,0.22,1.27,10.72,18,"   98,    1,    1","  128,    1,    1"
468,13.84,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.74,0.52,3.44,7.61,33,"    7,    8,    1","  256,    1,    1"
469,6.19,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.34,0.64,47.42,45.66,33,"    1,    8,  256","  256,    1,    1"
470,18.23,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.54,4.47,21.37,45.56,122,"    8,    4,    2","  128,    1,    1"
471,6.79,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.61,0.31,3.02,8.65,20,"  256,    1,    1","   64,    1,    1"
472,9.16,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.98,0.27,1.28,10.55,18,"   98,    1,    1","  128,    1,    1"
473,18.65,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.25,2.47,17.75,36.46,96,"   64,    1,    1","  128,    1,    1"
474,5.95,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.70,0.34,9.29,29.16,20," 1024,    1,    1","   64,    1,    1"
475,7.49,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,5.06,0.38,2.38,42.47,22,"  392,    1,    1","  128,    1,    1"
476,9.44,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.94,0.37,3.93,32.30,18,"  392,    1,    1","  128,    1,    1"
477,22.57,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.41,3.93,13.42,21.83,148,"    8,    1,    5","  128,    1,    1"
478,5.70,splitKreduce_kernel,..splitKreduce_kernel..,4.74,0.27,9.07,28.81,44,"    7,   16,    1","   32,   16,    1"
479,7.28,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.74,0.34,3.01,8.90,20,"  256,    1,    1","   64,    1,    1"
480,9.65,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.94,0.28,1.26,10.51,18,"   98,    1,    1","  128,    1,    1"
481,14.69,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.74,0.55,3.56,7.57,33,"    7,    8,    1","  256,    1,    1"
482,6.99,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.02,0.70,47.61,47.03,33,"    1,    8,  256","  256,    1,    1"
483,18.45,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.32,4.49,21.53,45.96,122,"    8,    4,    2","  128,    1,    1"
484,8.54,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.70,0.40,2.82,8.95,20,"  256,    1,    1","   64,    1,    1"
485,6.27,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.01,0.19,1.24,13.08,18,"   98,    1,    1","  128,    1,    1"
486,18.53,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.47,2.50,17.55,35.89,96,"   64,    1,    1","  128,    1,    1"
487,6.78,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.57,0.38,10.13,30.07,20," 1024,    1,    1","   64,    1,    1"
488,5.93,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,5.06,0.30,2.36,43.15,22,"  392,    1,    1","  128,    1,    1"
489,8.97,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.06,0.36,3.93,31.53,18,"  392,    1,    1","  128,    1,    1"
490,22.68,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.34,3.93,13.41,21.92,148,"    8,    1,    5","  128,    1,    1"
491,7.85,splitKreduce_kernel,..splitKreduce_kernel..,4.61,0.36,9.13,28.28,44,"    7,   16,    1","   32,   16,    1"
492,9.47,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.74,0.45,2.87,8.47,20,"  256,    1,    1","   64,    1,    1"
493,7.08,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.01,0.21,1.26,11.60,18,"   98,    1,    1","  128,    1,    1"
494,13.81,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.84,0.53,3.49,7.38,33,"    7,    8,    1","  256,    1,    1"
495,5.90,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.27,0.61,47.60,47.00,33,"    1,    8,  256","  256,    1,    1"
496,18.22,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.32,4.43,21.39,46.07,122,"    8,    4,    2","  128,    1,    1"
497,7.84,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.58,0.36,3.03,7.70,20,"  256,    1,    1","   64,    1,    1"
498,9.45,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.94,0.28,1.28,10.31,18,"   98,    1,    1","  128,    1,    1"
499,18.61,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.41,2.49,17.62,36.05,96,"   64,    1,    1","  128,    1,    1"
500,5.78,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.60,0.32,9.30,29.79,20," 1024,    1,    1","   64,    1,    1"
501,7.59,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,5.02,0.38,2.41,43.52,22,"  392,    1,    1","  128,    1,    1"
502,7.57,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.03,0.31,4.07,31.52,18,"  392,    1,    1","  128,    1,    1"
503,22.58,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.28,3.90,13.42,22.00,148,"    8,    1,    5","  128,    1,    1"
504,5.83,splitKreduce_kernel,..splitKreduce_kernel..,4.74,0.28,9.47,28.31,44,"    7,   16,    1","   32,   16,    1"
505,6.71,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.64,0.31,2.99,7.83,20,"  256,    1,    1","   64,    1,    1"
506,8.89,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.04,0.27,1.28,9.89,18,"   98,    1,    1","  128,    1,    1"
507,14.09,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.74,0.53,3.54,7.50,33,"    7,    8,    1","  256,    1,    1"
508,6.99,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.11,0.71,47.42,46.75,33,"    1,    8,  256","  256,    1,    1"
509,18.66,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.51,4.57,21.48,45.65,122,"    8,    4,    2","  128,    1,    1"
510,8.99,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.58,0.41,2.97,7.70,20,"  256,    1,    1","   64,    1,    1"
511,5.58,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.58,0.20,1.25,8.27,18,"   98,    1,    1","  128,    1,    1"
512,18.31,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.47,2.47,17.59,35.90,96,"   64,    1,    1","  128,    1,    1"
513,8.92,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.63,0.50,10.14,28.32,20," 1024,    1,    1","   64,    1,    1"
514,7.50,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,5.15,0.39,2.44,42.42,22,"  392,    1,    1","  128,    1,    1"
515,6.55,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.22,0.28,3.84,30.14,18,"  392,    1,    1","  128,    1,    1"
516,22.54,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.38,3.92,13.29,21.84,148,"    8,    1,    5","  128,    1,    1"
517,7.56,splitKreduce_kernel,..splitKreduce_kernel..,4.86,0.37,9.50,27.19,44,"    7,   16,    1","   32,   16,    1"
518,8.95,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.67,0.42,2.95,8.58,20,"  256,    1,    1","   64,    1,    1"
519,7.05,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.94,0.21,1.26,10.56,18,"   98,    1,    1","  128,    1,    1"
520,14.61,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.68,0.54,3.44,7.65,33,"    7,    8,    1","  256,    1,    1"
521,5.86,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.27,0.60,47.24,47.56,33,"    1,    8,  256","  256,    1,    1"
522,18.28,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.35,4.45,21.37,45.96,122,"    8,    4,    2","  128,    1,    1"
523,6.87,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.67,0.32,3.00,7.43,20,"  256,    1,    1","   64,    1,    1"
524,8.61,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.14,0.27,1.28,9.26,18,"   98,    1,    1","  128,    1,    1"
525,18.71,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.28,2.48,17.65,36.42,96,"   64,    1,    1","  128,    1,    1"
526,7.02,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.50,0.39,9.58,29.48,20," 1024,    1,    1","   64,    1,    1"
527,6.39,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,4.99,0.32,2.17,42.12,22,"  392,    1,    1","  128,    1,    1"
528,8.56,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.87,0.33,4.01,27.05,18,"  392,    1,    1","  128,    1,    1"
529,22.62,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.31,3.92,13.42,21.98,148,"    8,    1,    5","  128,    1,    1"
530,7.99,splitKreduce_kernel,..splitKreduce_kernel..,4.83,0.39,9.39,29.52,44,"    7,   16,    1","   32,   16,    1"
531,9.49,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.61,0.44,2.97,8.15,20,"  256,    1,    1","   64,    1,    1"
532,9.94,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.94,0.29,1.28,10.89,18,"   98,    1,    1","  128,    1,    1"
533,13.72,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.90,0.54,3.38,7.24,33,"    7,    8,    1","  256,    1,    1"
534,7.17,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.34,0.74,48.20,47.75,33,"    1,    8,  256","  256,    1,    1"
535,19.00,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.54,4.66,21.37,45.57,122,"    8,    4,    2","  128,    1,    1"
536,7.83,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.70,0.37,2.99,7.85,20,"  256,    1,    1","   64,    1,    1"
537,7.14,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.07,0.22,1.26,9.41,18,"   98,    1,    1","  128,    1,    1"
538,18.79,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.34,2.51,17.71,36.27,96,"   64,    1,    1","  128,    1,    1"
539,6.50,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.50,0.36,10.05,29.86,20," 1024,    1,    1","   64,    1,    1"
540,7.97,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,5.06,0.40,2.48,42.33,22,"  392,    1,    1","  128,    1,    1"
541,7.65,vectorized_elementwise_kernel,..launch_clamp_scalar..,4,0.31,3.49,32.08,18,"  392,    1,    1","  128,    1,    1"
542,22.57,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.28,3.90,13.50,22.00,148,"    8,    1,    5","  128,    1,    1"
543,7.56,splitKreduce_kernel,..splitKreduce_kernel..,4.90,0.37,8.65,27.14,44,"    7,   16,    1","   32,   16,    1"
544,8.98,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.70,0.42,2.86,8.11,20,"  256,    1,    1","   64,    1,    1"
545,6.96,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.07,0.21,1.22,9.39,18,"   98,    1,    1","  128,    1,    1"
546,13.68,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.68,0.50,3.43,7.71,33,"    7,    8,    1","  256,    1,    1"
547,5.73,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.18,0.58,47.01,43.42,33,"    1,    8,  256","  256,    1,    1"
548,18.14,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.45,4.44,21.36,45.81,122,"    8,    4,    2","  128,    1,    1"
549,9.21,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.67,0.43,2.96,8.65,20,"  256,    1,    1","   64,    1,    1"
550,9.64,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.94,0.28,1.24,11.04,18,"   98,    1,    1","  128,    1,    1"
551,18.43,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.44,2.48,17.72,36.01,96,"   64,    1,    1","  128,    1,    1"
552,7.93,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.66,0.45,10.18,29.18,20," 1024,    1,    1","   64,    1,    1"
553,7.35,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,5.02,0.37,2.24,43.71,22,"  392,    1,    1","  128,    1,    1"
554,7.89,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.94,0.31,3.91,32.21,18,"  392,    1,    1","  128,    1,    1"
555,22.58,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.31,3.91,13.42,21.95,148,"    8,    1,    5","  128,    1,    1"
556,6.39,splitKreduce_kernel,..splitKreduce_kernel..,4.90,0.31,9.70,27.61,44,"    7,   16,    1","   32,   16,    1"
557,7.30,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.67,0.34,2.86,8.68,20,"  256,    1,    1","   64,    1,    1"
558,8.66,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.36,0.29,1.30,8.40,18,"   98,    1,    1","  128,    1,    1"
559,13.76,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.87,0.53,3.49,7.33,33,"    7,    8,    1","  256,    1,    1"
560,6.06,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.05,0.61,45.08,45.16,33,"    1,    8,  256","  256,    1,    1"
561,18.12,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.38,4.42,21.24,45.90,122,"    8,    4,    2","  128,    1,    1"
562,8.97,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.64,0.42,2.96,9.18,20,"  256,    1,    1","   64,    1,    1"
563,6.54,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.94,0.19,1.24,10.70,18,"   98,    1,    1","  128,    1,    1"
564,18.84,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.47,2.54,17.57,35.84,96,"   64,    1,    1","  128,    1,    1"
565,9.09,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.47,0.50,10.07,28.58,20," 1024,    1,    1","   64,    1,    1"
566,11.99,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,5.12,0.61,2.39,42.83,22,"  392,    1,    1","  128,    1,    1"
567,7.71,vectorized_elementwise_kernel,..launch_clamp_scalar..,4,0.31,3.78,31.42,18,"  392,    1,    1","  128,    1,    1"
568,22.55,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.28,3.90,13.32,22.01,148,"    8,    1,    5","  128,    1,    1"
569,7.85,splitKreduce_kernel,..splitKreduce_kernel..,4.74,0.37,8.98,29.43,44,"    7,   16,    1","   32,   16,    1"
570,9.03,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.70,0.42,2.97,7.51,20,"  256,    1,    1","   64,    1,    1"
571,6.37,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.98,0.19,1.27,9.40,18,"   98,    1,    1","  128,    1,    1"
572,14.17,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.78,0.53,3.47,7.49,33,"    7,    8,    1","  256,    1,    1"
573,6.28,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.05,0.63,44.57,47.11,33,"    1,    8,  256","  256,    1,    1"
574,18.31,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.35,4.46,21.49,45.94,122,"    8,    4,    2","  128,    1,    1"
575,7.76,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.58,0.36,3.01,7.85,20,"  256,    1,    1","   64,    1,    1"
576,8.46,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.94,0.25,1.29,9.73,18,"   98,    1,    1","  128,    1,    1"
577,18.73,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.25,2.48,17.68,36.44,96,"   64,    1,    1","  128,    1,    1"
578,7.76,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.50,0.43,10.12,29.89,20," 1024,    1,    1","   64,    1,    1"
579,5.98,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,5.09,0.30,2.18,43.19,22,"  392,    1,    1","  128,    1,    1"
580,7.93,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.81,0.30,3.83,32.78,18,"  392,    1,    1","  128,    1,    1"
581,22.60,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.38,3.93,13.42,21.90,148,"    8,    1,    5","  128,    1,    1"
582,5.61,splitKreduce_kernel,..splitKreduce_kernel..,4.96,0.28,9.05,27.80,44,"    7,   16,    1","   32,   16,    1"
583,7.99,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.67,0.37,3.02,9.23,20,"  256,    1,    1","   64,    1,    1"
584,9.73,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.94,0.29,1.29,10.49,18,"   98,    1,    1","  128,    1,    1"
585,13.94,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.81,0.53,3.50,8.59,33,"    7,    8,    1","  256,    1,    1"
586,6.24,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.11,0.63,45.22,44.49,33,"    1,    8,  256","  256,    1,    1"
587,18.39,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.38,4.48,21.40,45.93,122,"    8,    4,    2","  128,    1,    1"
588,8.79,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.64,0.41,2.94,7.12,20,"  256,    1,    1","   64,    1,    1"
589,7.25,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.01,0.22,1.27,9.61,18,"   98,    1,    1","  128,    1,    1"
590,18.73,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.34,2.50,17.68,36.13,96,"   64,    1,    1","  128,    1,    1"
591,8.29,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.79,0.48,10.19,27.73,20," 1024,    1,    1","   64,    1,    1"
592,5.31,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,4.99,0.26,2.22,43.73,22,"  392,    1,    1","  128,    1,    1"
593,9.14,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.13,0.38,3.93,31.52,18,"  392,    1,    1","  128,    1,    1"
594,22.64,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.31,3.92,13.48,21.98,148,"    8,    1,    5","  128,    1,    1"
595,7.66,splitKreduce_kernel,..splitKreduce_kernel..,4.93,0.38,8.59,28.14,44,"    7,   16,    1","   32,   16,    1"
596,8.07,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.67,0.38,2.96,8.05,20,"  256,    1,    1","   64,    1,    1"
597,7.20,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.01,0.22,1.26,10.63,18,"   98,    1,    1","  128,    1,    1"
598,14.07,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.74,0.53,3.52,7.55,33,"    7,    8,    1","  256,    1,    1"
599,7.15,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.37,0.74,46.83,47.19,33,"    1,    8,  256","  256,    1,    1"
600,18.06,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.35,4.40,21.39,45.92,122,"    8,    4,    2","  128,    1,    1"
601,8.05,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.67,0.38,2.99,7.79,20,"  256,    1,    1","   64,    1,    1"
602,8.95,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.01,0.27,1.28,9.66,18,"   98,    1,    1","  128,    1,    1"
603,18.71,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.25,2.48,17.57,36.48,96,"   64,    1,    1","  128,    1,    1"
